FacilityID,FacilityName,Address,City,State,Zip,Latitude,Longitude,County,NAICS,SIC,UrbanRural,Plant operator name,Balancing Authority Name,Balancing Authority Code,NERC region acronym,eGRID subregion acronym,Plant primary fuel,Plant primary coal/oil/gas/ other fossil fuel category,Plant coal generation percent (resource mix),Plant oil generation percent (resource mix),Plant gas generation percent (resource mix),Plant nuclear generation percent (resource mix),Plant hydro generation percent (resource mix),Plant biomass generation percent (resource mix),Plant wind generation percent (resource mix),Plant solar generation percent (resource mix),Plant geothermal generation percent (resource mix),Plant other fossil generation percent (resource mix),Plant other unknown / purchased fuel generation percent (resource mix)
54452,Agrium Kenai Nitrogen Operations,,,AK,,60.6732,-151.3784,Kenai Peninsula,,,,Homer Electric Assn Inc,No balancing authority,,AK,AKGD,NG,GAS,,,,,,,,,,,
57053,Alakanuk,,,AK,,62.6833,-164.6544,Wade Hampton,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,JF,OIL,,,,,,,,,,,
58982,Allison Creek Hydro,,,AK,,61.084444,-146.353333,Valdez Cordova,,,,"Copper Valley Elec Assn, Inc",No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
60243,Ambler,,,AK,,67.08798,-157.856719,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7462,Angoon,,,AK,,57.499166,-134.58614,Hoonah-Angoon,,,,"Inside Passage Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7182,Aniak,,,AK,,61.580678,-159.535643,Bethel,,,,Aniak Light & Power Co Inc,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
62,Annex Creek,,,AK,,58.3176,-134.101,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
7250,Auke Bay,,,AK,,58.3875,-134.6446,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
79,Aurora Energy LLC Chena,,,AK,,64.847743,-147.735063,Fairbanks North Star,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,SUB,COAL,100,0,0,0,0,0,0,0,0,0,0
7173,Barrow,,,AK,,71.292,-156.7786,North Slope,,,,"Barrow Utils & Elec Coop, Inc",No balancing authority,,AK,AKMS,NG,GAS,0,0.002406457,99.99759354,0,0,0,0,0,0,0,0
57583,Battery Energy Storage System,,,AK,,64.8167,-147.725,Fairbanks North Star,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,MWH,OTHF,,,,,,,,,,,
6580,Beaver Falls,,,AK,,55.37975,-131.470269,Ketchikan Gateway,,,,Ketchikan Public Utilities,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
96,Beluga,,,AK,,61.1861,-151.0356,Kenai Peninsula,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
6292,Bernice Lake,,,AK,,60.6935,-151.3874,Kenai Peninsula,,,,Alaska Electric & Energy Coop,No balancing authority,,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
6566,Bethel,,,AK,,60.7897,-161.787778,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7752,Black Bear Lake,,,AK,,55.476472,-133.14772,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
93,Blue Lake Hydro,,,AK,,57.0516,-135.2297,Sitka,,,,City & Borough of Sitka - (AK),No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
7367,Bradley Lake,,,AK,,59.77862,-150.94015,Kenai Peninsula,,,,Alaska Electric & Energy Coop,No balancing authority,,AK,AKGD,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
60260,Brevig Mission,,,AK,,65.331716,-166.479506,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7112,Centennial,,,AK,,55.121433,-131.560267,Prince of Wales-Hyder,,,,Metlakatla Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7168,Chester Lake,,,AK,,55.116879,-131.545879,Prince of Wales-Hyder,,,,Metlakatla Power & Light,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
6311,Chevak,,,AK,,61.525297,-165.590152,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6291,Cooper Lake,,,AK,,60.392331,-149.665603,Kenai Peninsula,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
421,Craig (AK),,,AK,,55.47691,-133.14869,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
56325,Delta Power,,,AK,,64.028056,-145.719444,Southeast Fairbanks,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,DFO,OIL,,,,,,,,,,,
58511,Delta Wind Farm,,,AK,,64.013889,-145.596667,Southeast Fairbanks,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,WND,WIND,0,0,0,0,0,0,100,0,0,0,0
109,Dillingham,,,AK,,59.042914,-158.468597,Dillingham,,,,"Nushagak Electric Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7502,Dutch Harbor,,,AK,,53.892459,-166.538185,Aleutians West,,,,City of Unalaska - (AK),No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
50392,Eielson AFB Central Heat & Power Plant,,,AK,,64.67141,-147.075988,Fairbanks North Star,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,SUB,COAL,99.60514929,0.394850714,0,0,0,0,0,0,0,0,0
58989,Eklutna Generation Station,,,AK,,61.457778,-149.351389,Anchorage,,,,Matanuska Electric Assn Inc,No balancing authority,,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
77,Eklutna Hydro Project,,,AK,,61.475211,-149.15009,Matanuska Susitna,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
57060,Elim,,,AK,,64.616558,-162.263717,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6314,Emmonak,,,AK,,62.777694,-164.531517,Wade Hampton,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
58405,ESS Battery Microgrid,,,AK,,57.799167,-152.404167,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,MWH,OTHF,,,,,,,,,,,
57935,Eva Creek Wind,,,AK,,64.058333,-148.9,Denali,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,WND,WIND,0,0,0,0,0,0,100,0,0,0,0
62714,Eyak Service Center BESS,,,AK,,60.54047,-145.74079,Valdez Cordova,,,,"Cordova Electric Coop, Inc",No balancing authority,,AK,AKMS,MWH,OTHF,,,,,,,,,,,
6286,Fairbanks,,,AK,,64.854171,-147.719351,Fairbanks North Star,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
56146,False Island,,,AK,,55.48918,-133.1345,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
58425,Fire Island Wind,,,AK,,61.13,-150.243611,Anchorage,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,WND,WIND,0,0,0,0,0,0,100,0,0,0,0
60563,Flywheel Energy Storage System Microgrid,,,AK,,57.780114,-152.443783,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,MWH,OTHF,,,,,,,,,,,
54834,Fort Greely Power Plant,,,AK,,63.973572,-145.716581,Southeast Fairbanks,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7437,Galena Electric Utility,,,AK,,64.74417,-156.8736,Yukon Koyukuk,,,,Galena Electric Utility,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
57062,Gambell,,,AK,,63.777058,-171.712439,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6559,George M Sullivan Generation Plant 2,,,AK,,61.229713,-149.716744,Anchorage,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
6305,Glennallen,,,AK,,62.110415,-145.532529,Valdez Cordova,,,,"Copper Valley Elec Assn, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7751,Goat Lake Hydro,,,AK,,59.5357,-135.2123,Skagway,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
63,Gold Creek,,,AK,,58.3107,-134.4174,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0.092182891,0,0,99.90781711,0,0,0,0,0,0
313,Green Lake,,,AK,,56.986284,-135.12275,Sitka,,,,City & Borough of Sitka - (AK),No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
65767,Gustavus,,,AK,,58.419497,-135.70737,Skagway Hoonah Angoon,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7174,Gwitchyaa Zhee,,,AK,,66.566287,-145.253052,Yukon Koyukuk,,,,Gwitchyaa Zhee Utility Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
69,Haines,,,AK,,59.235931,-135.446228,Haines,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
75,Hank Nikkels Plant 1,,,AK,,61.2221,-149.8661,Anchorage,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,NG,GAS,0,0.065674956,99.93432504,0,0,0,0,0,0,0,0
6288,Healy Power Plant,,,AK,,63.8542,-148.95,Denali,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,LIG,COAL,97.98616395,2.013836047,0,0,0,0,0,0,0,0,0
59037,Hiilangaay Hydro,,,AK,,55.216389,-132.603611,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
7463,Hoonah,,,AK,,58.106432,-135.43074,Hoonah-Angoon,,,,"Inside Passage Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6319,Hooper Bay,,,AK,,61.530858,-166.101944,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7042,Humpback Creek,,,AK,,60.612822,-145.679411,Valdez Cordova,,,,"Cordova Electric Coop, Inc",No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
423,Hydaburg,,,AK,,55.204937,-132.821435,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
59793,Industrial Plant,,,AK,,58.367635,-134.60802,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
6293,International,,,AK,,61.168972,-149.911038,Anchorage,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,NG,GAS,,,,,,,,,,,
6801,Jarvis Street,,,AK,,57.0497,-135.3128,Sitka,,,,City & Borough of Sitka - (AK),No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
58380,JBER Landfill Gas Power Plant,,,AK,,61.286,-149.61,Anchorage,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,LFG,BIOMASS,0,0,0.0578689,0,0,99.9421311,0,0,0,0,0
7464,Kake,,,AK,,56.962983,-133.922557,Petersburg,,,,"Inside Passage Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
56542,Kasidaya Creek Hydro,,,AK,,59.4072,-135.3408,Skagway,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
57066,Kasigluk,,,AK,,60.8731,-162.5197,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
84,Ketchikan,,,AK,,55.344641,-131.633425,Ketchikan Gateway,,,,Ketchikan Public Utilities,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
6323,Kiana,,,AK,,66.973889,-160.428592,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7493,King Cove,,,AK,,55.061683,-162.3103,Aleutians East,,,,City of King Cove,No balancing authority,,AK,AKMS,WAT,HYDRO,0,19.54261954,0,0,80.45738046,0,0,0,0,0,0
57065,Kivalina,,,AK,,67.726644,-164.538447,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
61684,Klawock Power Generation Station,,,AK,,55.553197,-133.08535,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6281,Kodiak Microgrid,,,AK,,57.789956,-152.396982,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
57064,Kotlik,,,AK,,63.03215,-163.553106,Wade Hampton,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6304,Kotzebue Hybrid,,,AK,,66.837778,-162.556944,NORTHWEST ARCTIC,,,,Kotzebue Electric Assn Inc,No balancing authority,,AK,AKMS,DFO,OIL,0,85.93874409,0,0,0,0,14.06125591,0,0,0,0
57059,Koyuk,,,AK,,64.932089,-161.167103,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
57085,Lake Dorothy Hydroelectric Project,,,AK,,58.2325,-134.0533,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
64,Lemon Creek,,,AK,,58.3536,-134.4953,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
60244,Marshall,,,AK,,61.878186,-162.085147,Wade Hampton,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6555,McGrath,,,AK,,62.95699,-155.594997,Yukon Koyukuk,,,,McGrath Light & Power Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6329,Mountain Village,,,AK,,62.085569,-163.729072,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6301,Naknek,,,AK,,58.730417,-157.007222,Bristol Bay,,,,"Naknek Electric Assn, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
60245,New Stuyahok,,,AK,,59.448358,-157.325528,Dillingham,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7183,Newhalen,,,AK,,59.899054,-154.698735,Lake and Peninsula,,,,"I-N-N Electric Coop, Inc",No balancing authority,,AK,AKMS,WAT,HYDRO,0,4.581901489,0,0,95.41809851,0,0,0,0,0,0
55966,Nikiski Combined Cycle,,,AK,,60.676539,-151.377713,Kenai Peninsula,,,,Alaska Electric & Energy Coop,No balancing authority,,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
57051,Noatak,,,AK,,67.570931,-162.965728,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6330,Noorvik,,,AK,,66.834519,-161.038717,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6285,North Pole,,,AK,,64.7356,-147.3481,Fairbanks North Star,,,,Golden Valley Elec Assn Inc,No balancing authority,,AK,AKGD,WO,OIL,0,100,0,0,0,0,0,0,0,0,0
7169,Northway,,,AK,,62.9617,-141.9372,Southeast Fairbanks,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7487,NSB Anaktuvuk Pass,,,AK,,68.13795,-151.741017,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7482,NSB Atqasuk Utility,,,AK,,70.4826,-157.4252,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7483,NSB Kaktovik Utility,,,AK,,70.125617,-143.619033,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7484,NSB Nuiqsut Utility,,,AK,,70.220565,-150.993492,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,36.34714149,63.65285851,0,0,0,0,0,0,0,0
7485,NSB Point Hope Utility,,,AK,,68.348424,-166.737211,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7486,NSB Point Lay Utility,,,AK,,69.740833,-163.005833,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
7488,NSB Wainwright Utility,,,AK,,70.642877,-160.020461,North Slope,,,,North Slope Borough Power & Light,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6333,Nunapitchuk,,,AK,,60.89588,-162.459756,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
7723,Nymans Plant Microgrid,,,AK,,57.731608,-152.507044,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
789,Orca,,,AK,,60.555889,-145.752983,Valdez Cordova,,,,"Cordova Electric Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6702,Pelican,,,AK,,57.957197,-136.220095,Hoonah-Angoon,,,,Pelican Utility,No balancing authority,,AK,AKMS,WAT,HYDRO,0,32.28285934,0,0,67.71714066,0,0,0,0,0,0
91,Petersburg,,,AK,,56.81104,-132.957091,Petersburg,,,,Petersburg Borough - (AK),No balancing authority,,AK,AKMS,WAT,HYDRO,0,6.002622471,0,0,93.99737753,0,0,0,0,0,0
57187,Pillar Mountain Wind Project Microgrid,,,AK,,57.7869,-152.4406,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,WND,WIND,0,0,0,0,0,0,100,0,0,0,0
57058,Pilot Station,,,AK,,61.936456,-162.880706,Wade Hampton,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6282,Port Lions Microgrid,,,AK,,57.864775,-152.855441,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
7862,Power Creek,,,AK,,60.588686,-145.604539,Valdez Cordova,,,,"Cordova Electric Coop, Inc",No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
6302,Purple Lake,,,AK,,55.091263,-131.544978,Prince of Wales-Hyder,,,,Metlakatla Power & Light,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
57057,Quinhagak,,,AK,,59.747436,-161.910647,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
85,S W Bailey,,,AK,,55.357397,-131.69696,Ketchikan Gateway,,,,Ketchikan Public Utilities,No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
65,Salmon Creek 1,,,AK,,58.3269,-134.4631,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
1,Sand Point,,,AK,,55.339722,-160.497222,Aleutians East,,,,"TDX Sand Point Generating, LLC",No balancing authority,,AK,AKMS,DFO,OIL,0,95.31959483,0,0,0,0,4.680405169,0,0,0,0
57052,Savoonga,,,AK,,63.695267,-170.475661,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
57056,Scammon Bay,,,AK,,61.843036,-165.581497,Wade Hampton,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6341,Selawik,,,AK,,66.606778,-160.014808,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6283,Seldovia,,,AK,,59.439542,-151.713439,Kenai Peninsula,,,,Homer Electric Assn Inc,No balancing authority,,AK,AKGD,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
92,Seward (AK),,,AK,,60.130922,-149.43501,Kenai Peninsula,,,,City of Seward - (AK),No balancing authority,,AK,AKGD,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6345,Shishmaref,,,AK,,66.255072,-166.073589,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
57063,Shungnak,,,AK,,66.888114,-157.140206,Northwest Arctic,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
6581,Silvis,,,AK,,55.381402,-131.517758,Ketchikan Gateway,,,,Ketchikan Public Utilities,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
66,Skagway,,,AK,,59.4545,-135.3131,Skagway,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,36.32892057,0,0,63.67107943,0,0,0,0,0,0
61685,Slana Generating Station,,,AK,,62.592756,-143.588869,Southeast Fairbanks,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
90,Snake River,,,AK,,64.505331,-165.429814,Nome,,,,Nome Joint Utility Systems,No balancing authority,,AK,AKMS,DFO,OIL,0,93.64255014,0,0,0,0,6.357449857,0,0,0,0
78,Snettisham,,,AK,,58.1415,-133.737,Juneau,,,,Alaska Electric Light&Power Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
57206,Soldotna,,,AK,,60.499444,-150.997222,Kenai Peninsula,,,,Homer Electric Assn Inc,No balancing authority,,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
390,Solomon Gulch,,,AK,,61.0828,-146.3033,Valdez Cordova,,,,"Copper Valley Elec Assn, Inc",No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
56265,South Fork,,,AK,,55.563333,-132.891111,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
57036,Southcentral Power Project,,,AK,,61.167417,-149.905304,Anchorage,,,,Chugach Electric Assn Inc,Chugach Electric Assn Inc,CEA,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
6338,St Marys IC,,,AK,,62.051525,-163.172567,Bethel,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
57061,St. Michael,,,AK,,63.4775,-162.0383,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,,,,,,,,,,,
57055,Stebbins,,,AK,,63.521047,-162.286322,Nome,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
60250,Swampy Acres Microgrid,,,AK,,57.77556,-152.48028,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
70,Swan Lake,,,AK,,55.615208,-131.356111,Ketchikan Gateway,,,,Ketchikan Public Utilities,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
71,Terror Lake Microgrid,,,AK,,57.6861,-152.895,Kodiak Island,,,,Kodiak Electric Assn Inc,No balancing authority,,AK,AKMS,WAT,HYDRO,0,0,0,0,100,0,0,0,0,0,0
52184,Tesoro Kenai Cogeneration Plant,,,AK,,60.677,-151.3815,Kenai Peninsula,,,,Homer Electric Assn Inc,No balancing authority,,AK,AKGD,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
7414,Thorne Bay Plant,,,AK,,55.68586,-132.52892,Prince of Wales-Hyder,,,,Alaska Power and Telephone Co,No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
58278,TNSG North Plant,,,AK,,70.235278,-148.383611,North Slope,,,,TDX North Slope Generating Co,No balancing authority,,AK,AKMS,NG,GAS,0,0,100,0,0,0,0,0,0,0,0
58117,TNSG South Plant,,,AK,,70.2,-148.466667,North Slope,,,,TDX North Slope Generating Co,No balancing authority,,AK,AKMS,NG,GAS,,,,,,,,,,,
6348,Togiak,,,AK,,59.059744,-160.380278,Dillingham,,,,"Alaska Village Elec Coop, Inc",No balancing authority,,AK,AKMS,DFO,OIL,0,100,0,0,0,0,0,0,0,0,0
